index,text,date,year
1995,17th November'15 Indian  Railways hiked minimum train fare from Rs 5 to Rs 10 #RailLooteriBJP,"Dec 30, 2015",2015
1996,Wonderful works of @sureshpprabhu in  @RailMinIndia  Sincerely appreciate Sir your contributions to reshape Indian  Railways,"Dec 26, 2015",2015
1997,Excited & eagerly waiting to travel by train after hearing about the complete overhaul of indian  railways  @sureshprabhu   @RailMinIndia,"Dec 31, 2015",2015
1998,Indian  Railways has fans club of its own who lv it in spite of existing problems. @gmner_gkp  @sureshpprabhu   @RailMinIndia,"Dec 24, 2015",2015
1999,17th November'15 Indian  Railways hiked minimum  train fare from Rs 5 to Rs 10#RailLooteriBJP,"Dec 30, 2015",2015
2000,#3Novices : Atal Bihari Vajpayee`s birthday: Special train from his ancestral village to flag off The Indian  Railways will launch a new tra…,"Dec 24, 2015",2015
2001,#ModiInVaranasi : I believe Indian  Railways have huge potential to flourish and benefit the people of the nation.,"Dec 25, 2014",2014
2002,Indian  #Railways  need a complete revamp even though @PMOIndia  @narendramodi has ruled out privatization of world's largest employer,"Dec 25, 2014",2014
2003,"Currently in love with: Indian  Railways online timetable. 
Currently out of love with: desperately slow Indian internet connections.","Dec 6, 2014",2014
2004,Indian  Railways spent 3041 Cr for 72 new Bombardier rakes in 2011. After 3 yrs realised it can't be used as height can't fit in CR!,"Dec 18, 2014",2014
2005,Travelling by Indian  Railways and working remotely. Whats up with you?!,"Dec 30, 2014",2014
2006,Insightful posts on the state of Indian  Railways by @BibekDebroy on @SwarajyaMag . Check them out.,"Dec 17, 2014",2014
2007,Mr @narendramodi what is so Sacrosanct about Indian  railways ? #justasking ...Why u were hoodwinking on its potential  earlier ?,"Dec 25, 2014",2014
2008,At Patna railways station looks like I have spent my whole life in train...phewwww hope I get home soon...and &^%$# Indian railway,"Dec 26, 2014",2014
2009,#SwachchAbhiyan (or the civic sense) is much needed in the trains & Indian  railways . Hope @PMOIndia has some plans for(to drive) this.,"Dec 25, 2014",2014
2010,The rationale for privatising Air India is much stronger than privatising Indian  railways . Hopefully @narendramodi will privatise AI,"Dec 26, 2014",2014
2011,Indian  Railways already heading for privatization: Congress,"Dec 29, 2014",2014
2012,"Mr @narendramodi will let people die/substandard service & so on  on Indian  Railways but won't privatise ..Why this ""Laxman Rekha""?","Dec 25, 2014",2014
2013,none of the MP`s care to talk on ''premium tatkal '' of indian  railways - as they travel free - @sureshpprabhu should imemdiately abolish it,"Dec 11, 2014",2014
2014,been in a train for 24 hours now...it is 17 hours late speechless at working of Indian  railways,"Dec 25, 2014",2014
2015,"Rajiv Pratap Rudy: Indian  railways , defence have huge potential to create skilled workers.","Dec 20, 2014",2014
2016,How old is fog in winters in north India must be 10000 years old Indian  railways almost 170 years old yet trains are almost 10 hrs late,"Dec 24, 2014",2014
2017,Indian  #Railways  need a complete revamp even though @PMOIndia  @narendramodi has ruled out privatization of world's largest employer,"Dec 25, 2014",2014
2018,#ModiInVaranasi : I believe Indian  Railways have huge potential to flourish and benefit the people of the nation.,"Dec 25, 2014",2014
2019,"indian  railways daily: 
3 mn ton cargo
28m passengers
150 crore revenue
7k stations,1.5m workers,110km network, 225k wagons. @ajit_ranade","Dec 21, 2014",2014
2020,"#Indian   #Railways  has planted 45 lakh #saplings on 1,548 hectares of Railway land until October this year","Dec 15, 2014",2014
2021,#ModiInVaranasi : I believe Indian  Railways have huge potential to flourish and benefit the people of the nation.,"Dec 25, 2014",2014
2022,"Mr @narendramodi will let people die/substandard service & so on  on Indian  Railways but won't privatise ..Why this ""Laxman Rekha""?","Dec 25, 2014",2014
2023,none of the MP`s care to talk on ''premium tatkal '' of indian  railways - as they travel free - @sureshpprabhu should imemdiately abolish it,"Dec 11, 2014",2014
2024,been in a train for 24 hours now...it is 17 hours late speechless at working of Indian  railways,"Dec 25, 2014",2014
2025,"LMAO. Watching Indian  Railways , producers claim train punctuality is a British trait.","Dec 23, 2014",2014
2026,"Modi helping the corrupts, #kejriwalFirSe "" @indiatvnews : Vinod Rai roped in to make Indian  Railways transparent: Prabhu""","Dec 21, 2014",2014
2027,How old is fog in winters in north India must be 10000 years old Indian  railways almost 170 years old yet trains are almost 10 hrs late,"Dec 24, 2014",2014
2028,Today expect an Indian  railways trip report ;),"Dec 26, 2014",2014
2029,Awesome Indian  railways :) only 11 hrs late for a journey of 6 hrs. Kulfi jam gayi station pe :(,"Dec 25, 2014",2014
2030,Mumbai Metro now allows recharging smart cards online. Hope Indian  Railways allow online recharge for their ATVM Cards.  @RailMinIndia,"Dec 26, 2014",2014
2031,"So PM spent #GoodGovernanceDay reciting school essay topics in his speeches  - Dignity of Labour, Indian  Railways , My Favourite Teacher.","Dec 25, 2014",2014
2032,We also love doing our take on traditional dishes - our “ Indian  Railways ” mutton curry is first class!,"Dec 24, 2014",2014
2033,"Great! :-) "" @ians_india : Vinod Rai roped in to make Indian  Railways transparent: Prabhu""","Dec 20, 2014",2014
2034,"Average number of freight trains run daily on Indian  Railways during 2012-13 (latest available) is 7,421 @sureshpprabhu , upgrade ur software","Dec 15, 2014",2014
2035,When was the last time an Indian  Railways train came on time??,"Dec 26, 2014",2014
2036,LOLWA! So New Rail Min @sureshpprabhu Will Change Face Of Indian  Railways ? By Making Ppl Safar With More Suffer. How? By Raising More Fares!,"Dec 14, 2014",2014
2037,"Finally BJP rewards Ex-CAG VinodRai, for his immense contribution in getting BJP to power. Gives him job as advisor to Indian  Railways .","Dec 21, 2014",2014
2038,"Stinking, unhygenic toilets in Indian  Railways ! #AbMontuBolega  @StrepsilsIndia","Dec 9, 2014",2014
2039,#WillYouShave in indian  railways before i reach my destination,"Dec 9, 2014",2014
2040,My recent experience in #Japan : #Trains in Japan work so efficiently and every one uses it. Time #INDIAN   Railways learn. @sureshpprabhu,"Dec 29, 2014",2014
2041,"Ground reality of Indian  Railways is worst, no matter @narendramodi want to privatised it or not. They need to improve imm. @sureshpprabhu","Dec 27, 2014",2014
2042,Today expect an Indian  railways trip report ;),"Dec 26, 2014",2014
2043,"Modi helping the corrupts, #kejriwalFirSe "" @indiatvnews : Vinod Rai roped in to make Indian  Railways transparent: Prabhu""","Dec 21, 2014",2014
2044,"Currently in love with: Indian  Railways online timetable. 
Currently out of love with: desperately slow Indian internet connections.","Dec 6, 2014",2014
2045,"Finally BJP rewards Ex-CAG VinodRai, for his immense contribution in getting BJP to power. Gives him job as advisor to Indian  Railways .","Dec 21, 2014",2014
2046,"Stinking, unhygenic toilets in Indian  Railways ! #AbMontuBolega  @StrepsilsIndia","Dec 9, 2014",2014
2047,#WillYouShave in indian  railways before i reach my destination,"Dec 9, 2014",2014
2048,My recent experience in #Japan : #Trains in Japan work so efficiently and every one uses it. Time #INDIAN   Railways learn. @sureshpprabhu,"Dec 29, 2014",2014
2049,"Ground reality of Indian  Railways is worst, no matter @narendramodi want to privatised it or not. They need to improve imm. @sureshpprabhu","Dec 27, 2014",2014
2050,"Rajiv Pratap Rudy: Indian  railways , defence have huge potential to create skilled workers.","Dec 20, 2014",2014
2051,Indian  #Railways  need a complete revamp even though @PMOIndia  @narendramodi has ruled out privatization of world's largest employer,"Dec 25, 2014",2014
2052,Santa's bringing me my first house guest. And they're 9 hours late!!! God bless Indian  Railways and God bless the in-laws!,"Dec 25, 2014",2014
2053,#ModiInVaranasi : I believe Indian  Railways have huge potential to flourish and benefit the people of the nation.,"Dec 25, 2014",2014
2054,"#Indian   #Railways  has planted 45 lakh #saplings on 1,548 hectares of Railway land until October this year","Dec 15, 2014",2014
2055,#ModiInVaranasi : I believe Indian  Railways have huge potential to flourish and benefit the people of the nation.,"Dec 25, 2014",2014
2056,"#Indian   #Railways  contemplating acquisition of approximately 13,162 wagons during 2014-15. Average no of #freight  #trains run 7,421 per day","Dec 15, 2014",2014
2057,"#Indian   #Railways  to experiment Reverse #Osmosis in eight stations: Bhopal, Dwarka, Gadag, Guwahati, H Nizamuddin, Madurai, Patna, Tirupati","Dec 15, 2014",2014
2058,"Mr @narendramodi will let people die/substandard service & so on  on Indian  Railways but won't privatise ..Why this ""Laxman Rekha""?","Dec 25, 2014",2014
2059,none of the MP`s care to talk on ''premium tatkal '' of indian  railways - as they travel free - @sureshpprabhu should imemdiately abolish it,"Dec 11, 2014",2014
2060,been in a train for 24 hours now...it is 17 hours late speechless at working of Indian  railways,"Dec 25, 2014",2014
2061,"Rajiv Pratap Rudy: Indian  railways , defence have huge potential to create skilled workers.","Dec 20, 2014",2014
2062,How old is fog in winters in north India must be 10000 years old Indian  railways almost 170 years old yet trains are almost 10 hrs late,"Dec 24, 2014",2014
2063,Indian  #Railways  need a complete revamp even though @PMOIndia  @narendramodi has ruled out privatization of world's largest employer,"Dec 25, 2014",2014
2064,#ModiInVaranasi : I believe Indian  Railways have huge potential to flourish and benefit the people of the nation.,"Dec 25, 2014",2014
2065,"indian  railways daily: 
3 mn ton cargo
28m passengers
150 crore revenue
7k stations,1.5m workers,110km network, 225k wagons. @ajit_ranade","Dec 21, 2014",2014
2066,"#Indian   #Railways  has planted 45 lakh #saplings on 1,548 hectares of Railway land until October this year","Dec 15, 2014",2014
2067,#ModiInVaranasi : I believe Indian  Railways have huge potential to flourish and benefit the people of the nation.,"Dec 25, 2014",2014
2068,"#Indian   #Railways  contemplating acquisition of approximately 13,162 wagons during 2014-15. Average no of #freight  #trains run 7,421 per day","Dec 15, 2014",2014
2069,"#Indian   #Railways  to experiment Reverse #Osmosis in eight stations: Bhopal, Dwarka, Gadag, Guwahati, H Nizamuddin, Madurai, Patna, Tirupati","Dec 15, 2014",2014
2070,"Mr @narendramodi will let people die/substandard service & so on  on Indian  Railways but won't privatise ..Why this ""Laxman Rekha""?","Dec 25, 2014",2014
2071,none of the MP`s care to talk on ''premium tatkal '' of indian  railways - as they travel free - @sureshpprabhu should imemdiately abolish it,"Dec 11, 2014",2014
2072,been in a train for 24 hours now...it is 17 hours late speechless at working of Indian  railways,"Dec 25, 2014",2014
2073,"Rajiv Pratap Rudy: Indian  railways , defence have huge potential to create skilled workers.","Dec 20, 2014",2014
2074,How old is fog in winters in north India must be 10000 years old Indian  railways almost 170 years old yet trains are almost 10 hrs late,"Dec 24, 2014",2014
2075,"indian  railways daily: 
3 mn ton cargo
28m passengers
150 crore revenue
7k stations,1.5m workers,110km network, 225k wagons. @ajit_ranade","Dec 21, 2014",2014
2076,Indian  #Railways  need a complete revamp even though @PMOIndia  @narendramodi has ruled out privatization of world's largest employer,"Dec 25, 2014",2014
2077,#ModiInVaranasi : I believe Indian  Railways have huge potential to flourish and benefit the people of the nation.,"Dec 25, 2014",2014
2078,How old is fog in winters in north India must be 10000 years old Indian  railways almost 170 years old yet trains are almost 10 hrs late,"Dec 24, 2014",2014
2079,"indian  railways daily: 
3 mn ton cargo
28m passengers
150 crore revenue
7k stations,1.5m workers,110km network, 225k wagons. @ajit_ranade","Dec 21, 2014",2014
2080,"#Indian   #Railways  has planted 45 lakh #saplings on 1,548 hectares of Railway land until October this year","Dec 15, 2014",2014
2081,#ModiInVaranasi : I believe Indian  Railways have huge potential to flourish and benefit the people of the nation.,"Dec 25, 2014",2014
2082,"#Indian   #Railways  contemplating acquisition of approximately 13,162 wagons during 2014-15. Average no of #freight  #trains run 7,421 per day","Dec 15, 2014",2014
2083,"#Indian   #Railways  to experiment Reverse #Osmosis in eight stations: Bhopal, Dwarka, Gadag, Guwahati, H Nizamuddin, Madurai, Patna, Tirupati","Dec 15, 2014",2014
2084,"Mr @narendramodi will let people die/substandard service & so on  on Indian  Railways but won't privatise ..Why this ""Laxman Rekha""?","Dec 25, 2014",2014
2085,none of the MP`s care to talk on ''premium tatkal '' of indian  railways - as they travel free - @sureshpprabhu should imemdiately abolish it,"Dec 11, 2014",2014
